_id,co_reg_geo,no_reg_geo,ano,variavel,saude_categoria,saude_subcategoria,valor
52,1.0,Norte,2006,Estabelecimentos de Saúde,Centro de atencao hemoterapia e ou hematologica,Total,0.0
53,1.0,Norte,2006,Estabelecimentos de Saúde,Centro de atencao psicossocial,Total,0.0
54,1.0,Norte,2006,Estabelecimentos de Saúde,Centro de imunizacao,Total,0.0
55,1.0,Norte,2006,Estabelecimentos de Saúde,Centro de parto normal - isolado,Total,0.0
56,1.0,Norte,2006,Estabelecimentos de Saúde,Centro de saude/unidade basica,Total,1849.0
57,1.0,Norte,2006,Estabelecimentos de Saúde,Clinica/centro de especialidade,Total,665.0
58,1.0,Norte,2006,Estabelecimentos de Saúde,Consultorio isolado,Total,1054.0
59,1.0,Norte,2006,Estabelecimentos de Saúde,Cooperativa ou empresa de cessao de trabalhadores na saude,Total,24.0
60,1.0,Norte,2006,Estabelecimentos de Saúde,Farmacia,Total,12.0
61,1.0,Norte,2006,Estabelecimentos de Saúde,Hospital especializado,Total,79.0
62,1.0,Norte,2006,Estabelecimentos de Saúde,Hospital geral,Total,369.0
63,1.0,Norte,2006,Estabelecimentos de Saúde,Hospital/dia - isolado,Total,5.0
64,1.0,Norte,2006,Estabelecimentos de Saúde,Laboratorio central de saude publica lacen,Total,4.0
65,1.0,Norte,2006,Estabelecimentos de Saúde,Laboratorio de saude publica,Total,0.0
66,1.0,Norte,2006,Estabelecimentos de Saúde,Oficina ortopedica,Total,0.0
67,1.0,Norte,2006,Estabelecimentos de Saúde,Policlinica,Total,99.0
68,1.0,Norte,2006,Estabelecimentos de Saúde,Polo academia da saude,Total,0.0
69,1.0,Norte,2006,Estabelecimentos de Saúde,Polo de prevencao de doencas e agravos e promocao da saude,Total,0.0
70,1.0,Norte,2006,Estabelecimentos de Saúde,Posto de saude,Total,1709.0
71,1.0,Norte,2006,Estabelecimentos de Saúde,Pronto atendimento,Total,0.0
72,1.0,Norte,2006,Estabelecimentos de Saúde,Pronto socorro de hospital geral (antigo),Total,0.0
73,1.0,Norte,2006,Estabelecimentos de Saúde,Pronto socorro especializado,Total,6.0
74,1.0,Norte,2006,Estabelecimentos de Saúde,Pronto socorro geral,Total,25.0
75,1.0,Norte,2006,Estabelecimentos de Saúde,Pronto socorro traumato-ortopedico (antigo),Total,0.0
76,1.0,Norte,2006,Estabelecimentos de Saúde,Servico de atencao domiciliar isolado(home care),Total,0.0
77,1.0,Norte,2006,Estabelecimentos de Saúde,Telessaude,Total,0.0
78,1.0,Norte,2006,Estabelecimentos de Saúde,Unidade de apoio diagnose e terapia (sadt isolado),Total,581.0
79,1.0,Norte,2006,Estabelecimentos de Saúde,Unidade de atencao a saude indigena,Total,0.0
80,1.0,Norte,2006,Estabelecimentos de Saúde,Unidade de atencao em regime residencial,Total,0.0
81,1.0,Norte,2006,Estabelecimentos de Saúde,Unidade de saude da familia,Total,0.0
82,1.0,Norte,2006,Estabelecimentos de Saúde,Unidade de vigilancia em saude,Total,213.0
83,1.0,Norte,2006,Estabelecimentos de Saúde,Unidade de vigilancia epidemiologia (antigo),Total,0.0
84,1.0,Norte,2006,Estabelecimentos de Saúde,Unidade de vigilancia sanitaria (antigo),Total,0.0
85,1.0,Norte,2006,Estabelecimentos de Saúde,Unidade mista,Total,165.0
86,1.0,Norte,2006,Estabelecimentos de Saúde,Unidade movel de nivel pre-hospitalar na area de urgencia,Total,11.0
87,1.0,Norte,2006,Estabelecimentos de Saúde,Unidade movel fluvial,Total,14.0
88,1.0,Norte,2006,Estabelecimentos de Saúde,Unidade movel terrestre,Total,77.0
89,1.0,Norte,2007,Estabelecimentos de Saúde,Central de abastecimento,Total,0.0
90,1.0,Norte,2007,Estabelecimentos de Saúde,Central de gestao em saude,Total,11.0
91,1.0,Norte,2007,Estabelecimentos de Saúde,"Central de notificacao,captacao e distrib de orgaos estadual",Total,0.0
92,1.0,Norte,2007,Estabelecimentos de Saúde,Central de regulacao de servicos de saude,Total,24.0
93,1.0,Norte,2007,Estabelecimentos de Saúde,Central de regulacao do acesso,Total,0.0
94,1.0,Norte,2007,Estabelecimentos de Saúde,Central de regulacao medica das urgencias,Total,0.0
95,1.0,Norte,2007,Estabelecimentos de Saúde,Centro de apoio a saude da familia,Total,0.0
96,1.0,Norte,2007,Estabelecimentos de Saúde,Centro de atencao hemoterapia e ou hematologica,Total,0.0
97,1.0,Norte,2007,Estabelecimentos de Saúde,Centro de atencao psicossocial,Total,0.0
98,1.0,Norte,2007,Estabelecimentos de Saúde,Centro de imunizacao,Total,0.0
99,1.0,Norte,2007,Estabelecimentos de Saúde,Centro de parto normal - isolado,Total,0.0
100,1.0,Norte,2007,Estabelecimentos de Saúde,Centro de saude/unidade basica,Total,2010.0
101,1.0,Norte,2007,Estabelecimentos de Saúde,Clinica/centro de especialidade,Total,823.0
102,1.0,Norte,2007,Estabelecimentos de Saúde,Consultorio isolado,Total,1456.0
103,1.0,Norte,2007,Estabelecimentos de Saúde,Cooperativa ou empresa de cessao de trabalhadores na saude,Total,23.0
104,1.0,Norte,2007,Estabelecimentos de Saúde,Farmacia,Total,24.0
105,1.0,Norte,2007,Estabelecimentos de Saúde,Hospital especializado,Total,85.0
106,1.0,Norte,2007,Estabelecimentos de Saúde,Hospital geral,Total,354.0
107,1.0,Norte,2007,Estabelecimentos de Saúde,Hospital/dia - isolado,Total,7.0
108,1.0,Norte,2007,Estabelecimentos de Saúde,Laboratorio central de saude publica lacen,Total,5.0
109,1.0,Norte,2007,Estabelecimentos de Saúde,Laboratorio de saude publica,Total,0.0
110,1.0,Norte,2007,Estabelecimentos de Saúde,Oficina ortopedica,Total,0.0
111,1.0,Norte,2007,Estabelecimentos de Saúde,Policlinica,Total,102.0
112,1.0,Norte,2007,Estabelecimentos de Saúde,Polo academia da saude,Total,0.0
113,1.0,Norte,2007,Estabelecimentos de Saúde,Polo de prevencao de doencas e agravos e promocao da saude,Total,0.0
114,1.0,Norte,2007,Estabelecimentos de Saúde,Posto de saude,Total,1614.0
115,1.0,Norte,2007,Estabelecimentos de Saúde,Pronto atendimento,Total,0.0
116,1.0,Norte,2007,Estabelecimentos de Saúde,Pronto socorro de hospital geral (antigo),Total,0.0
117,1.0,Norte,2007,Estabelecimentos de Saúde,Pronto socorro especializado,Total,7.0
118,1.0,Norte,2007,Estabelecimentos de Saúde,Pronto socorro geral,Total,25.0
119,1.0,Norte,2007,Estabelecimentos de Saúde,Pronto socorro traumato-ortopedico (antigo),Total,0.0
120,1.0,Norte,2007,Estabelecimentos de Saúde,Servico de atencao domiciliar isolado(home care),Total,0.0
121,1.0,Norte,2007,Estabelecimentos de Saúde,Telessaude,Total,0.0
122,1.0,Norte,2007,Estabelecimentos de Saúde,Unidade de apoio diagnose e terapia (sadt isolado),Total,616.0
123,1.0,Norte,2007,Estabelecimentos de Saúde,Unidade de atencao a saude indigena,Total,0.0
124,1.0,Norte,2007,Estabelecimentos de Saúde,Unidade de atencao em regime residencial,Total,0.0
125,1.0,Norte,2007,Estabelecimentos de Saúde,Unidade de saude da familia,Total,0.0
126,1.0,Norte,2007,Estabelecimentos de Saúde,Unidade de vigilancia em saude,Total,208.0
127,1.0,Norte,2007,Estabelecimentos de Saúde,Unidade de vigilancia epidemiologia (antigo),Total,0.0
128,1.0,Norte,2007,Estabelecimentos de Saúde,Unidade de vigilancia sanitaria (antigo),Total,0.0
129,1.0,Norte,2007,Estabelecimentos de Saúde,Unidade mista,Total,159.0
130,1.0,Norte,2007,Estabelecimentos de Saúde,Unidade movel de nivel pre-hospitalar na area de urgencia,Total,12.0
131,1.0,Norte,2007,Estabelecimentos de Saúde,Unidade movel fluvial,Total,15.0
132,1.0,Norte,2007,Estabelecimentos de Saúde,Unidade movel terrestre,Total,79.0
133,1.0,Norte,2008,Estabelecimentos de Saúde,Central de abastecimento,Total,0.0
134,1.0,Norte,2008,Estabelecimentos de Saúde,Central de gestao em saude,Total,15.0
135,1.0,Norte,2008,Estabelecimentos de Saúde,"Central de notificacao,captacao e distrib de orgaos estadual",Total,0.0
136,1.0,Norte,2008,Estabelecimentos de Saúde,Central de regulacao de servicos de saude,Total,31.0
137,1.0,Norte,2008,Estabelecimentos de Saúde,Central de regulacao do acesso,Total,0.0
138,1.0,Norte,2008,Estabelecimentos de Saúde,Central de regulacao medica das urgencias,Total,0.0
139,1.0,Norte,2008,Estabelecimentos de Saúde,Centro de apoio a saude da familia,Total,4.0
140,1.0,Norte,2008,Estabelecimentos de Saúde,Centro de atencao hemoterapia e ou hematologica,Total,8.0
141,1.0,Norte,2008,Estabelecimentos de Saúde,Centro de atencao psicossocial,Total,69.0
142,1.0,Norte,2008,Estabelecimentos de Saúde,Centro de imunizacao,Total,0.0
143,1.0,Norte,2008,Estabelecimentos de Saúde,Centro de parto normal - isolado,Total,0.0
144,1.0,Norte,2008,Estabelecimentos de Saúde,Centro de saude/unidade basica,Total,2030.0
145,1.0,Norte,2008,Estabelecimentos de Saúde,Clinica/centro de especialidade,Total,897.0
146,1.0,Norte,2008,Estabelecimentos de Saúde,Consultorio isolado,Total,1982.0
147,1.0,Norte,2008,Estabelecimentos de Saúde,Cooperativa ou empresa de cessao de trabalhadores na saude,Total,22.0
148,1.0,Norte,2008,Estabelecimentos de Saúde,Farmacia,Total,35.0
149,1.0,Norte,2008,Estabelecimentos de Saúde,Hospital especializado,Total,92.0
150,1.0,Norte,2008,Estabelecimentos de Saúde,Hospital geral,Total,357.0
151,1.0,Norte,2008,Estabelecimentos de Saúde,Hospital/dia - isolado,Total,6.0
152,1.0,Norte,2008,Estabelecimentos de Saúde,Laboratorio central de saude publica lacen,Total,7.0
153,1.0,Norte,2008,Estabelecimentos de Saúde,Laboratorio de saude publica,Total,0.0
154,1.0,Norte,2008,Estabelecimentos de Saúde,Oficina ortopedica,Total,0.0
155,1.0,Norte,2008,Estabelecimentos de Saúde,Policlinica,Total,122.0
156,1.0,Norte,2008,Estabelecimentos de Saúde,Polo academia da saude,Total,0.0
157,1.0,Norte,2008,Estabelecimentos de Saúde,Polo de prevencao de doencas e agravos e promocao da saude,Total,0.0
158,1.0,Norte,2008,Estabelecimentos de Saúde,Posto de saude,Total,1614.0
159,1.0,Norte,2008,Estabelecimentos de Saúde,Pronto atendimento,Total,0.0
160,1.0,Norte,2008,Estabelecimentos de Saúde,Pronto socorro de hospital geral (antigo),Total,0.0
161,1.0,Norte,2008,Estabelecimentos de Saúde,Pronto socorro especializado,Total,8.0
162,1.0,Norte,2008,Estabelecimentos de Saúde,Pronto socorro geral,Total,18.0
163,1.0,Norte,2008,Estabelecimentos de Saúde,Pronto socorro traumato-ortopedico (antigo),Total,0.0
164,1.0,Norte,2008,Estabelecimentos de Saúde,Servico de atencao domiciliar isolado(home care),Total,0.0
165,1.0,Norte,2008,Estabelecimentos de Saúde,Telessaude,Total,0.0
166,1.0,Norte,2008,Estabelecimentos de Saúde,Unidade de apoio diagnose e terapia (sadt isolado),Total,642.0
167,1.0,Norte,2008,Estabelecimentos de Saúde,Unidade de atencao a saude indigena,Total,4.0
168,1.0,Norte,2008,Estabelecimentos de Saúde,Unidade de atencao em regime residencial,Total,0.0
169,1.0,Norte,2008,Estabelecimentos de Saúde,Unidade de saude da familia,Total,0.0
170,1.0,Norte,2008,Estabelecimentos de Saúde,Unidade de vigilancia em saude,Total,213.0
171,1.0,Norte,2008,Estabelecimentos de Saúde,Unidade de vigilancia epidemiologia (antigo),Total,0.0
172,1.0,Norte,2008,Estabelecimentos de Saúde,Unidade de vigilancia sanitaria (antigo),Total,0.0
173,1.0,Norte,2008,Estabelecimentos de Saúde,Unidade mista,Total,160.0
174,1.0,Norte,2008,Estabelecimentos de Saúde,Unidade movel de nivel pre-hospitalar na area de urgencia,Total,10.0
175,1.0,Norte,2008,Estabelecimentos de Saúde,Unidade movel fluvial,Total,17.0
176,1.0,Norte,2008,Estabelecimentos de Saúde,Unidade movel terrestre,Total,84.0
177,1.0,Norte,2009,Estabelecimentos de Saúde,Central de abastecimento,Total,0.0
178,1.0,Norte,2009,Estabelecimentos de Saúde,Central de gestao em saude,Total,64.0
179,1.0,Norte,2009,Estabelecimentos de Saúde,"Central de notificacao,captacao e distrib de orgaos estadual",Total,0.0
180,1.0,Norte,2009,Estabelecimentos de Saúde,Central de regulacao de servicos de saude,Total,49.0
181,1.0,Norte,2009,Estabelecimentos de Saúde,Central de regulacao do acesso,Total,0.0
182,1.0,Norte,2009,Estabelecimentos de Saúde,Central de regulacao medica das urgencias,Total,0.0
183,1.0,Norte,2009,Estabelecimentos de Saúde,Centro de apoio a saude da familia,Total,13.0
184,1.0,Norte,2009,Estabelecimentos de Saúde,Centro de atencao hemoterapia e ou hematologica,Total,15.0
185,1.0,Norte,2009,Estabelecimentos de Saúde,Centro de atencao psicossocial,Total,80.0
186,1.0,Norte,2009,Estabelecimentos de Saúde,Centro de imunizacao,Total,0.0
187,1.0,Norte,2009,Estabelecimentos de Saúde,Centro de parto normal - isolado,Total,0.0
188,1.0,Norte,2009,Estabelecimentos de Saúde,Centro de saude/unidade basica,Total,1935.0
189,1.0,Norte,2009,Estabelecimentos de Saúde,Clinica/centro de especialidade,Total,1013.0
190,1.0,Norte,2009,Estabelecimentos de Saúde,Consultorio isolado,Total,2379.0
191,1.0,Norte,2009,Estabelecimentos de Saúde,Cooperativa ou empresa de cessao de trabalhadores na saude,Total,21.0
192,1.0,Norte,2009,Estabelecimentos de Saúde,Farmacia,Total,56.0
193,1.0,Norte,2009,Estabelecimentos de Saúde,Hospital especializado,Total,85.0
194,1.0,Norte,2009,Estabelecimentos de Saúde,Hospital geral,Total,375.0
195,1.0,Norte,2009,Estabelecimentos de Saúde,Hospital/dia - isolado,Total,6.0
196,1.0,Norte,2009,Estabelecimentos de Saúde,Laboratorio central de saude publica lacen,Total,11.0
197,1.0,Norte,2009,Estabelecimentos de Saúde,Laboratorio de saude publica,Total,0.0
198,1.0,Norte,2009,Estabelecimentos de Saúde,Oficina ortopedica,Total,0.0
199,1.0,Norte,2009,Estabelecimentos de Saúde,Policlinica,Total,130.0
200,1.0,Norte,2009,Estabelecimentos de Saúde,Polo academia da saude,Total,0.0
201,1.0,Norte,2009,Estabelecimentos de Saúde,Polo de prevencao de doencas e agravos e promocao da saude,Total,0.0
202,1.0,Norte,2009,Estabelecimentos de Saúde,Posto de saude,Total,1639.0
203,1.0,Norte,2009,Estabelecimentos de Saúde,Pronto atendimento,Total,0.0
204,1.0,Norte,2009,Estabelecimentos de Saúde,Pronto socorro de hospital geral (antigo),Total,0.0
205,1.0,Norte,2009,Estabelecimentos de Saúde,Pronto socorro especializado,Total,9.0
206,1.0,Norte,2009,Estabelecimentos de Saúde,Pronto socorro geral,Total,20.0
207,1.0,Norte,2009,Estabelecimentos de Saúde,Pronto socorro traumato-ortopedico (antigo),Total,0.0
208,1.0,Norte,2009,Estabelecimentos de Saúde,Servico de atencao domiciliar isolado(home care),Total,0.0
209,1.0,Norte,2009,Estabelecimentos de Saúde,Telessaude,Total,0.0
210,1.0,Norte,2009,Estabelecimentos de Saúde,Unidade de apoio diagnose e terapia (sadt isolado),Total,711.0
211,1.0,Norte,2009,Estabelecimentos de Saúde,Unidade de atencao a saude indigena,Total,13.0
212,1.0,Norte,2009,Estabelecimentos de Saúde,Unidade de atencao em regime residencial,Total,0.0
213,1.0,Norte,2009,Estabelecimentos de Saúde,Unidade de saude da familia,Total,0.0
214,1.0,Norte,2009,Estabelecimentos de Saúde,Unidade de vigilancia em saude,Total,222.0
215,1.0,Norte,2009,Estabelecimentos de Saúde,Unidade de vigilancia epidemiologia (antigo),Total,0.0
216,1.0,Norte,2009,Estabelecimentos de Saúde,Unidade de vigilancia sanitaria (antigo),Total,0.0
217,1.0,Norte,2009,Estabelecimentos de Saúde,Unidade mista,Total,160.0
218,1.0,Norte,2009,Estabelecimentos de Saúde,Unidade movel de nivel pre-hospitalar na area de urgencia,Total,15.0
219,1.0,Norte,2009,Estabelecimentos de Saúde,Unidade movel fluvial,Total,20.0
220,1.0,Norte,2009,Estabelecimentos de Saúde,Unidade movel terrestre,Total,76.0
221,1.0,Norte,2010,Estabelecimentos de Saúde,Central de abastecimento,Total,0.0
222,1.0,Norte,2010,Estabelecimentos de Saúde,Central de gestao em saude,Total,192.0
223,1.0,Norte,2010,Estabelecimentos de Saúde,"Central de notificacao,captacao e distrib de orgaos estadual",Total,0.0
224,1.0,Norte,2010,Estabelecimentos de Saúde,Central de regulacao de servicos de saude,Total,74.0
225,1.0,Norte,2010,Estabelecimentos de Saúde,Central de regulacao do acesso,Total,0.0
226,1.0,Norte,2010,Estabelecimentos de Saúde,Central de regulacao medica das urgencias,Total,0.0
227,1.0,Norte,2010,Estabelecimentos de Saúde,Centro de apoio a saude da familia,Total,23.0
228,1.0,Norte,2010,Estabelecimentos de Saúde,Centro de atencao hemoterapia e ou hematologica,Total,16.0
229,1.0,Norte,2010,Estabelecimentos de Saúde,Centro de atencao psicossocial,Total,100.0
230,1.0,Norte,2010,Estabelecimentos de Saúde,Centro de imunizacao,Total,0.0
231,1.0,Norte,2010,Estabelecimentos de Saúde,Centro de parto normal - isolado,Total,0.0
232,1.0,Norte,2010,Estabelecimentos de Saúde,Centro de saude/unidade basica,Total,2022.0
233,1.0,Norte,2010,Estabelecimentos de Saúde,Clinica/centro de especialidade,Total,1217.0
234,1.0,Norte,2010,Estabelecimentos de Saúde,Consultorio isolado,Total,2645.0
235,1.0,Norte,2010,Estabelecimentos de Saúde,Cooperativa ou empresa de cessao de trabalhadores na saude,Total,21.0
236,1.0,Norte,2010,Estabelecimentos de Saúde,Farmacia,Total,65.0
237,1.0,Norte,2010,Estabelecimentos de Saúde,Hospital especializado,Total,85.0
238,1.0,Norte,2010,Estabelecimentos de Saúde,Hospital geral,Total,389.0
239,1.0,Norte,2010,Estabelecimentos de Saúde,Hospital/dia - isolado,Total,6.0
240,1.0,Norte,2010,Estabelecimentos de Saúde,Laboratorio central de saude publica lacen,Total,14.0
241,1.0,Norte,2010,Estabelecimentos de Saúde,Laboratorio de saude publica,Total,0.0
242,1.0,Norte,2010,Estabelecimentos de Saúde,Oficina ortopedica,Total,0.0
243,1.0,Norte,2010,Estabelecimentos de Saúde,Policlinica,Total,143.0
244,1.0,Norte,2010,Estabelecimentos de Saúde,Polo academia da saude,Total,0.0
245,1.0,Norte,2010,Estabelecimentos de Saúde,Polo de prevencao de doencas e agravos e promocao da saude,Total,0.0
246,1.0,Norte,2010,Estabelecimentos de Saúde,Posto de saude,Total,1569.0
247,1.0,Norte,2010,Estabelecimentos de Saúde,Pronto atendimento,Total,19.0
248,1.0,Norte,2010,Estabelecimentos de Saúde,Pronto socorro de hospital geral (antigo),Total,0.0
249,1.0,Norte,2010,Estabelecimentos de Saúde,Pronto socorro especializado,Total,8.0
250,1.0,Norte,2010,Estabelecimentos de Saúde,Pronto socorro geral,Total,16.0
251,1.0,Norte,2010,Estabelecimentos de Saúde,Pronto socorro traumato-ortopedico (antigo),Total,0.0
252,1.0,Norte,2010,Estabelecimentos de Saúde,Servico de atencao domiciliar isolado(home care),Total,0.0
253,1.0,Norte,2010,Estabelecimentos de Saúde,Telessaude,Total,0.0
254,1.0,Norte,2010,Estabelecimentos de Saúde,Unidade de apoio diagnose e terapia (sadt isolado),Total,777.0
255,1.0,Norte,2010,Estabelecimentos de Saúde,Unidade de atencao a saude indigena,Total,20.0
256,1.0,Norte,2010,Estabelecimentos de Saúde,Unidade de atencao em regime residencial,Total,0.0
257,1.0,Norte,2010,Estabelecimentos de Saúde,Unidade de saude da familia,Total,0.0
258,1.0,Norte,2010,Estabelecimentos de Saúde,Unidade de vigilancia em saude,Total,260.0
259,1.0,Norte,2010,Estabelecimentos de Saúde,Unidade de vigilancia epidemiologia (antigo),Total,0.0
260,1.0,Norte,2010,Estabelecimentos de Saúde,Unidade de vigilancia sanitaria (antigo),Total,0.0
261,1.0,Norte,2010,Estabelecimentos de Saúde,Unidade mista,Total,164.0
262,1.0,Norte,2010,Estabelecimentos de Saúde,Unidade movel de nivel pre-hospitalar na area de urgencia,Total,14.0
263,1.0,Norte,2010,Estabelecimentos de Saúde,Unidade movel fluvial,Total,20.0
264,1.0,Norte,2010,Estabelecimentos de Saúde,Unidade movel terrestre,Total,68.0
265,1.0,Norte,2011,Estabelecimentos de Saúde,Central de abastecimento,Total,0.0
266,1.0,Norte,2011,Estabelecimentos de Saúde,Central de gestao em saude,Total,333.0
267,1.0,Norte,2011,Estabelecimentos de Saúde,"Central de notificacao,captacao e distrib de orgaos estadual",Total,0.0
268,1.0,Norte,2011,Estabelecimentos de Saúde,Central de regulacao de servicos de saude,Total,85.0
269,1.0,Norte,2011,Estabelecimentos de Saúde,Central de regulacao do acesso,Total,0.0
270,1.0,Norte,2011,Estabelecimentos de Saúde,Central de regulacao medica das urgencias,Total,0.0
271,1.0,Norte,2011,Estabelecimentos de Saúde,Centro de apoio a saude da familia,Total,34.0
272,1.0,Norte,2011,Estabelecimentos de Saúde,Centro de atencao hemoterapia e ou hematologica,Total,19.0
273,1.0,Norte,2011,Estabelecimentos de Saúde,Centro de atencao psicossocial,Total,117.0
274,1.0,Norte,2011,Estabelecimentos de Saúde,Centro de imunizacao,Total,0.0
275,1.0,Norte,2011,Estabelecimentos de Saúde,Centro de parto normal - isolado,Total,1.0
276,1.0,Norte,2011,Estabelecimentos de Saúde,Centro de saude/unidade basica,Total,2114.0
277,1.0,Norte,2011,Estabelecimentos de Saúde,Clinica/centro de especialidade,Total,1383.0
278,1.0,Norte,2011,Estabelecimentos de Saúde,Consultorio isolado,Total,2920.0
279,1.0,Norte,2011,Estabelecimentos de Saúde,Cooperativa ou empresa de cessao de trabalhadores na saude,Total,26.0
280,1.0,Norte,2011,Estabelecimentos de Saúde,Farmacia,Total,72.0
281,1.0,Norte,2011,Estabelecimentos de Saúde,Hospital especializado,Total,81.0
282,1.0,Norte,2011,Estabelecimentos de Saúde,Hospital geral,Total,402.0
283,1.0,Norte,2011,Estabelecimentos de Saúde,Hospital/dia - isolado,Total,4.0
284,1.0,Norte,2011,Estabelecimentos de Saúde,Laboratorio central de saude publica lacen,Total,16.0
285,1.0,Norte,2011,Estabelecimentos de Saúde,Laboratorio de saude publica,Total,0.0
286,1.0,Norte,2011,Estabelecimentos de Saúde,Oficina ortopedica,Total,0.0
287,1.0,Norte,2011,Estabelecimentos de Saúde,Policlinica,Total,151.0
288,1.0,Norte,2011,Estabelecimentos de Saúde,Polo academia da saude,Total,8.0
289,1.0,Norte,2011,Estabelecimentos de Saúde,Polo de prevencao de doencas e agravos e promocao da saude,Total,0.0
290,1.0,Norte,2011,Estabelecimentos de Saúde,Posto de saude,Total,1567.0
291,1.0,Norte,2011,Estabelecimentos de Saúde,Pronto atendimento,Total,26.0
